tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
100021,AmazonHelp,False,Sun Mar 01 11:27:00 +0000 2026,So sorry to hear that! Please DM your order number and a photo if possible -- we'll get a replacement or refund started right away. ^AR,,100020
100022,cust_1011,True,Sun Mar 01 11:34:00 +0000 2026,"@AmazonHelp 2FA code never arrives, locked out of my account for 2 days now i will never order from you again, cancel everything",100023,
100023,AmazonHelp,False,Sun Mar 01 11:41:00 +0000 2026,We take account security seriously -- please DM us so we can verify a few details and restore access safely. ^AR,,100022
100024,cust_1012,True,Sun Mar 01 11:48:00 +0000 2026,@AmazonHelp still being charged for a subscription i cancelled last month,100025,
100025,AmazonHelp,False,Sun Mar 01 11:55:00 +0000 2026,Sorry about that! Please DM your order number and the charge amount so we can investigate and issue a refund if it's an error. ^MJ,,100024
100026,cust_1013,True,Sun Mar 01 12:02:00 +0000 2026,"@AmazonHelp your customer service rep today was incredibly helpful, give them a raise",100027,
100027,AmazonHelp,False,Sun Mar 01 12:09:00 +0000 2026,"Thank you so much for the kind words, we'll pass it along to the team! 😊 ^AR",,100026
100028,cust_1014,True,Sun Mar 01 12:16:00 +0000 2026,@AmazonHelp my order #647099690 was supposed to arrive 9 days ago and it's still not here. what's going on,100029,
100029,AmazonHelp,False,Sun Mar 01 12:23:00 +0000 2026,We're sorry for the delay! Please send us your order number and delivery zip via DM so we can look into the carrier status right away. ^KL,,100028
100030,cust_1015,True,Sun Mar 01 12:30:00 +0000 2026,@AmazonHelp quick q - has 950488739 shipped yet?,100031,
100031,AmazonHelp,False,Sun Mar 01 12:37:00 +0000 2026,Sure thing -- send us the order number via DM and we'll confirm the current ship status. ^AR,,100030
100032,cust_1016,True,Sun Mar 01 12:44:00 +0000 2026,"@AmazonHelp i returned item from order 668132202 2 weeks ago, refund never came",100033,
100033,AmazonHelp,False,Sun Mar 01 12:51:00 +0000 2026,We can help with that -- DM us the order # so we can process the refund or resend your return label. ^KL,,100032
100034,cust_1017,True,Sun Mar 01 12:58:00 +0000 2026,"@AmazonHelp box for 925276600 was empty when i opened it, no product inside",100035,
100035,AmazonHelp,False,Sun Mar 01 13:05:00 +0000 2026,So sorry to hear that! Please DM your order number and a photo if possible -- we'll get a replacement or refund started right away. ^AR,,100034
100036,cust_1018,True,Sun Mar 01 13:12:00 +0000 2026,"@AmazonHelp can't log into my account, keeps saying password incorrect even after reset",100037,
100037,AmazonHelp,False,Sun Mar 01 13:19:00 +0000 2026,We take account security seriously -- please DM us so we can verify a few details and restore access safely. ^AR,,100036
100038,cust_1019,True,Sun Mar 01 13:26:00 +0000 2026,@AmazonHelp why was i charged $7.50 more than the price shown at checkout for 786066793,100039,
100039,AmazonHelp,False,Sun Mar 01 13:33:00 +0000 2026,Sorry about that! Please DM your order number and the charge amount so we can investigate and issue a refund if it's an error. ^MJ,,100038
100040,cust_1020,True,Sun Mar 01 13:40:00 +0000 2026,"@AmazonHelp just wanted to say the packaging for 743111853 was excellent, thank you",100041,
100041,AmazonHelp,False,Sun Mar 01 13:47:00 +0000 2026,We really appreciate you taking the time to share this feedback! ^KL,,100040
100042,cust_1021,True,Sun Mar 01 13:54:00 +0000 2026,@AmazonHelp my order #357109965 was supposed to arrive 2 days ago and it's still not here. what's going on this is fraud and i'm disputing it with my bank,100043,
100043,AmazonHelp,False,Sun Mar 01 14:01:00 +0000 2026,We're sorry for the delay! Please send us your order number and delivery zip via DM so we can look into the carrier status right away. ^KL,,100042
100044,cust_1022,True,Sun Mar 01 14:08:00 +0000 2026,@AmazonHelp quick q - has 916690353 shipped yet?,100045,
100045,AmazonHelp,False,Sun Mar 01 14:15:00 +0000 2026,Happy to check that for you! Please DM your order number and we'll pull up the latest tracking status. ^KL,,100044
100046,cust_1023,True,Sun Mar 01 14:22:00 +0000 2026,"@AmazonHelp how do i return 384602384, wrong size and box is unopened",100047,
100047,AmazonHelp,False,Sun Mar 01 14:29:00 +0000 2026,We can help with that -- DM us the order # so we can process the refund or resend your return label. ^KL,,100046
100048,cust_1024,True,Sun Mar 01 14:36:00 +0000 2026,"@AmazonHelp box for 821218382 was empty when i opened it, no product inside",100049,
100049,AmazonHelp,False,Sun Mar 01 14:43:00 +0000 2026,So sorry to hear that! Please DM your order number and a photo if possible -- we'll get a replacement or refund started right away. ^AR,,100048
100050,cust_1025,True,Sun Mar 01 14:50:00 +0000 2026,"@AmazonHelp my account got locked after i tried to change my email, need help asap",100051,
100051,AmazonHelp,False,Sun Mar 01 14:57:00 +0000 2026,Sorry for the trouble logging in! Please DM us (without sharing your password) so we can verify your account and help you back in. ^KL,,100050
100052,cust_1026,True,Sun Mar 01 15:04:00 +0000 2026,"@AmazonHelp charged twice for order 176228245, please refund the duplicate immediately",100053,
100053,AmazonHelp,False,Sun Mar 01 15:11:00 +0000 2026,Sorry about that! Please DM your order number and the charge amount so we can investigate and issue a refund if it's an error. ^MJ,,100052
100054,cust_1027,True,Sun Mar 01 15:18:00 +0000 2026,"@AmazonHelp your customer service rep today was incredibly helpful, give them a raise",100055,
100055,AmazonHelp,False,Sun Mar 01 15:25:00 +0000 2026,"Thank you so much for the kind words, we'll pass it along to the team! 😊 ^AR",,100054
100056,cust_1028,True,Sun Mar 01 15:32:00 +0000 2026,"still waiting on 876693898, 9 days late @AmazonHelp this is ridiculous for a prime order",100057,
100057,AmazonHelp,False,Sun Mar 01 15:39:00 +0000 2026,We're sorry for the delay! Please send us your order number and delivery zip via DM so we can look into the carrier status right away. ^KL,,100056
100058,cust_1029,True,Sun Mar 01 15:46:00 +0000 2026,@AmazonHelp quick q - has 807577342 shipped yet?,100059,
100059,AmazonHelp,False,Sun Mar 01 15:53:00 +0000 2026,Happy to check that for you! Please DM your order number and we'll pull up the latest tracking status. ^KL,,100058
100060,cust_1030,True,Sun Mar 01 16:00:00 +0000 2026,"@AmazonHelp requesting a refund for 823019672, item not as described",100061,
100061,AmazonHelp,False,Sun Mar 01 16:07:00 +0000 2026,Sorry for the trouble! Please DM your order number and we'll check the refund status / send a fresh return label. ^MJ,,100060
100062,cust_1031,True,Sun Mar 01 16:14:00 +0000 2026,"@AmazonHelp box for 366992705 was empty when i opened it, no product inside",100063,
100063,AmazonHelp,False,Sun Mar 01 16:21:00 +0000 2026,So sorry to hear that! Please DM your order number and a photo if possible -- we'll get a replacement or refund started right away. ^AR,,100062
100064,cust_1032,True,Sun Mar 01 16:28:00 +0000 2026,"@AmazonHelp someone else's orders are showing up in my account, is my account hacked?",100065,
100065,AmazonHelp,False,Sun Mar 01 16:35:00 +0000 2026,Sorry for the trouble logging in! Please DM us (without sharing your password) so we can verify your account and help you back in. ^KL,,100064
100066,cust_1033,True,Sun Mar 01 16:42:00 +0000 2026,@AmazonHelp why was i charged $4.00 more than the price shown at checkout for 154318806,100067,
100067,AmazonHelp,False,Sun Mar 01 16:49:00 +0000 2026,We'll get this sorted -- DM us the order/transaction details so our billing team can review the duplicate charge. ^KL,,100066
100068,cust_1034,True,Sun Mar 01 16:56:00 +0000 2026,"@AmazonHelp your customer service rep today was incredibly helpful, give them a raise this is fraud and i'm disputing it with my bank",100069,
100069,AmazonHelp,False,Sun Mar 01 17:03:00 +0000 2026,We really appreciate you taking the time to share this feedback! ^KL,,100068
100070,cust_1035,True,Sun Mar 01 17:10:00 +0000 2026,"still waiting on 941889393, 9 days late @AmazonHelp this is ridiculous for a prime order",100071,
100071,AmazonHelp,False,Sun Mar 01 17:17:00 +0000 2026,That's not the experience we want for you. Can you DM us the order # so we can check with the carrier and get this resolved? ^AR,,100070
100072,cust_1036,True,Sun Mar 01 17:24:00 +0000 2026,@AmazonHelp hey can you tell me the status of order 333754555? placed it last week,100073,
100073,AmazonHelp,False,Sun Mar 01 17:31:00 +0000 2026,Happy to check that for you! Please DM your order number and we'll pull up the latest tracking status. ^KL,,100072
100074,cust_1037,True,Sun Mar 01 17:38:00 +0000 2026,"@AmazonHelp how do i return 153839920, wrong size and box is unopened i will never order from you again, cancel everything",100075,
100075,AmazonHelp,False,Sun Mar 01 17:45:00 +0000 2026,Sorry for the trouble! Please DM your order number and we'll check the refund status / send a fresh return label. ^MJ,,100074
100076,cust_1038,True,Sun Mar 01 17:52:00 +0000 2026,"@AmazonHelp got the wrong item for order 299528037, ordered a charger got headphones",100077,
100077,AmazonHelp,False,Sun Mar 01 17:59:00 +0000 2026,So sorry to hear that! Please DM your order number and a photo if possible -- we'll get a replacement or refund started right away. ^AR,,100076
100078,cust_1039,True,Sun Mar 01 18:06:00 +0000 2026,"@AmazonHelp someone else's orders are showing up in my account, is my account hacked?",100079,
100079,AmazonHelp,False,Sun Mar 01 18:13:00 +0000 2026,We take account security seriously -- please DM us so we can verify a few details and restore access safely. ^AR,,100078
100080,cust_1040,True,Sun Mar 01 18:20:00 +0000 2026,"@AmazonHelp there's a charge on my card i don't recognize, not from any order i placed",100081,
100081,AmazonHelp,False,Sun Mar 01 18:27:00 +0000 2026,We'll get this sorted -- DM us the order/transaction details so our billing team can review the duplicate charge. ^KL,,100080
100082,cust_1041,True,Sun Mar 01 18:34:00 +0000 2026,"@AmazonHelp your customer service rep today was incredibly helpful, give them a raise",100083,
100083,AmazonHelp,False,Sun Mar 01 18:41:00 +0000 2026,That's not the experience we want -- please DM us so we can make it right. ^MJ,,100082
100084,cust_1042,True,Sun Mar 01 18:48:00 +0000 2026,"@AmazonHelp package for 207354053 says delivered but nothing on my porch, been 3 days now",100085,
100085,AmazonHelp,False,Sun Mar 01 18:55:00 +0000 2026,That's not the experience we want for you. Can you DM us the order # so we can check with the carrier and get this resolved? ^AR,,100084
100086,cust_1043,True,Sun Mar 01 19:02:00 +0000 2026,@AmazonHelp when will 173864104 ship? no update since i ordered,100087,
100087,AmazonHelp,False,Sun Mar 01 19:09:00 +0000 2026,Sure thing -- send us the order number via DM and we'll confirm the current ship status. ^AR,,100086
100088,cust_1044,True,Sun Mar 01 19:16:00 +0000 2026,"@AmazonHelp i returned item from order 756783995 2 weeks ago, refund never came",100089,
100089,AmazonHelp,False,Sun Mar 01 19:23:00 +0000 2026,Sorry for the trouble! Please DM your order number and we'll check the refund status / send a fresh return label. ^MJ,,100088
100090,cust_1045,True,Sun Mar 01 19:30:00 +0000 2026,"@AmazonHelp got the wrong item for order 383968123, ordered a charger got headphones",100091,
100091,AmazonHelp,False,Sun Mar 01 19:37:00 +0000 2026,So sorry to hear that! Please DM your order number and a photo if possible -- we'll get a replacement or refund started right away. ^AR,,100090
100092,cust_1046,True,Sun Mar 01 19:44:00 +0000 2026,"@AmazonHelp 2FA code never arrives, locked out of my account for 2 days now",100093,
100093,AmazonHelp,False,Sun Mar 01 19:51:00 +0000 2026,We take account security seriously -- please DM us so we can verify a few details and restore access safely. ^AR,,100092
100094,cust_1047,True,Sun Mar 01 19:58:00 +0000 2026,"@AmazonHelp charged twice for order 154544899, please refund the duplicate immediately i'm calling my lawyer if this isn't fixed today",100095,
100095,AmazonHelp,False,Sun Mar 01 20:05:00 +0000 2026,We'll get this sorted -- DM us the order/transaction details so our billing team can review the duplicate charge. ^KL,,100094
100096,cust_1048,True,Sun Mar 01 20:12:00 +0000 2026,"@AmazonHelp your customer service rep today was incredibly helpful, give them a raise",100097,
100097,AmazonHelp,False,Sun Mar 01 20:19:00 +0000 2026,"Thank you so much for the kind words, we'll pass it along to the team! 😊 ^AR",,100096
100098,cust_1049,True,Sun Mar 01 20:26:00 +0000 2026,"@AmazonHelp package for 180792472 says delivered but nothing on my porch, been 4 days now",100099,
100099,AmazonHelp,False,Sun Mar 01 20:33:00 +0000 2026,We're sorry for the delay! Please send us your order number and delivery zip via DM so we can look into the carrier status right away. ^KL,,100098
100100,cust_1050,True,Sun Mar 01 20:40:00 +0000 2026,@AmazonHelp is order 561479973 still on track for the delivery date shown?,100101,
100101,AmazonHelp,False,Sun Mar 01 20:47:00 +0000 2026,Happy to check that for you! Please DM your order number and we'll pull up the latest tracking status. ^KL,,100100
100102,cust_1051,True,Sun Mar 01 20:54:00 +0000 2026,"@AmazonHelp i returned item from order 484194737 2 weeks ago, refund never came",100103,
100103,AmazonHelp,False,Sun Mar 01 21:01:00 +0000 2026,We can help with that -- DM us the order # so we can process the refund or resend your return label. ^KL,,100102
100104,cust_1052,True,Sun Mar 01 21:08:00 +0000 2026,"@AmazonHelp got the wrong item for order 766430218, ordered a charger got headphones",100105,
100105,AmazonHelp,False,Sun Mar 01 21:15:00 +0000 2026,So sorry to hear that! Please DM your order number and a photo if possible -- we'll get a replacement or refund started right away. ^AR,,100104
100106,cust_1053,True,Sun Mar 01 21:22:00 +0000 2026,"@AmazonHelp my account got locked after i tried to change my email, need help asap",100107,
100107,AmazonHelp,False,Sun Mar 01 21:29:00 +0000 2026,Sorry for the trouble logging in! Please DM us (without sharing your password) so we can verify your account and help you back in. ^KL,,100106
100108,cust_1054,True,Sun Mar 01 21:36:00 +0000 2026,@AmazonHelp why was i charged $19.00 more than the price shown at checkout for 510751046,100109,
100109,AmazonHelp,False,Sun Mar 01 21:43:00 +0000 2026,We'll get this sorted -- DM us the order/transaction details so our billing team can review the duplicate charge. ^KL,,100108
100110,cust_1055,True,Sun Mar 01 21:50:00 +0000 2026,"@AmazonHelp just wanted to say the packaging for 475442872 was excellent, thank you",100111,
100111,AmazonHelp,False,Sun Mar 01 21:57:00 +0000 2026,We really appreciate you taking the time to share this feedback! ^KL,,100110
100112,cust_1056,True,Sun Mar 01 22:04:00 +0000 2026,"@AmazonHelp package for 452468587 says delivered but nothing on my porch, been 6 days now",100113,
100113,AmazonHelp,False,Sun Mar 01 22:11:00 +0000 2026,That's not the experience we want for you. Can you DM us the order # so we can check with the carrier and get this resolved? ^AR,,100112
100114,cust_1057,True,Sun Mar 01 22:18:00 +0000 2026,@AmazonHelp is order 829627019 still on track for the delivery date shown?,100115,
100115,AmazonHelp,False,Sun Mar 01 22:25:00 +0000 2026,Sure thing -- send us the order number via DM and we'll confirm the current ship status. ^AR,,100114
100116,cust_1058,True,Sun Mar 01 22:32:00 +0000 2026,"@AmazonHelp requesting a refund for 141078352, item not as described",100117,
100117,AmazonHelp,False,Sun Mar 01 22:39:00 +0000 2026,We can help with that -- DM us the order # so we can process the refund or resend your return label. ^KL,,100116
100118,cust_1059,True,Sun Mar 01 22:46:00 +0000 2026,"@AmazonHelp got the wrong item for order 568574364, ordered a charger got headphones",100119,
100119,AmazonHelp,False,Sun Mar 01 22:53:00 +0000 2026,That's definitely not okay. DM us the order # and we'll arrange a free replacement or full refund. ^MJ,,100118
100120,cust_1060,True,Sun Mar 01 23:00:00 +0000 2026,"@AmazonHelp can't log into my account, keeps saying password incorrect even after reset",100121,
100121,AmazonHelp,False,Sun Mar 01 23:07:00 +0000 2026,We take account security seriously -- please DM us so we can verify a few details and restore access safely. ^AR,,100120
100122,cust_1061,True,Sun Mar 01 23:14:00 +0000 2026,"@AmazonHelp there's a charge on my card i don't recognize, not from any order i placed",100123,
100123,AmazonHelp,False,Sun Mar 01 23:21:00 +0000 2026,We'll get this sorted -- DM us the order/transaction details so our billing team can review the duplicate charge. ^KL,,100122
100124,cust_1062,True,Sun Mar 01 23:28:00 +0000 2026,"@AmazonHelp not happy with how support handled my last ticket, felt dismissed",100125,
100125,AmazonHelp,False,Sun Mar 01 23:35:00 +0000 2026,That's not the experience we want -- please DM us so we can make it right. ^MJ,,100124
100126,cust_1063,True,Sun Mar 01 23:42:00 +0000 2026,"@AmazonHelp package for 507104143 says delivered but nothing on my porch, been 4 days now",100127,
100127,AmazonHelp,False,Sun Mar 01 23:49:00 +0000 2026,We're sorry for the delay! Please send us your order number and delivery zip via DM so we can look into the carrier status right away. ^KL,,100126
100128,cust_1064,True,Sun Mar 01 23:56:00 +0000 2026,@AmazonHelp is order 426283245 still on track for the delivery date shown?,100129,
100129,AmazonHelp,False,Mon Mar 02 00:03:00 +0000 2026,Sure thing -- send us the order number via DM and we'll confirm the current ship status. ^AR,,100128
100130,cust_1065,True,Mon Mar 02 00:10:00 +0000 2026,"@AmazonHelp how do i return 825449223, wrong size and box is unopened",100131,
100131,AmazonHelp,False,Mon Mar 02 00:17:00 +0000 2026,We can help with that -- DM us the order # so we can process the refund or resend your return label. ^KL,,100130
100132,cust_1066,True,Mon Mar 02 00:24:00 +0000 2026,"@AmazonHelp 653462378 came damaged, this is the 2nd time this has happened",100133,
100133,AmazonHelp,False,Mon Mar 02 00:31:00 +0000 2026,So sorry to hear that! Please DM your order number and a photo if possible -- we'll get a replacement or refund started right away. ^AR,,100132
100134,cust_1067,True,Mon Mar 02 00:38:00 +0000 2026,"@AmazonHelp someone else's orders are showing up in my account, is my account hacked?",100135,
100135,AmazonHelp,False,Mon Mar 02 00:45:00 +0000 2026,Sorry for the trouble logging in! Please DM us (without sharing your password) so we can verify your account and help you back in. ^KL,,100134
100136,cust_1068,True,Mon Mar 02 00:52:00 +0000 2026,@AmazonHelp still being charged for a subscription i cancelled last month,100137,
100137,AmazonHelp,False,Mon Mar 02 00:59:00 +0000 2026,Sorry about that! Please DM your order number and the charge amount so we can investigate and issue a refund if it's an error. ^MJ,,100136
100138,cust_1069,True,Mon Mar 02 01:06:00 +0000 2026,"@AmazonHelp not happy with how support handled my last ticket, felt dismissed",100139,
100139,AmazonHelp,False,Mon Mar 02 01:13:00 +0000 2026,That's not the experience we want -- please DM us so we can make it right. ^MJ,,100138
100140,cust_1070,True,Mon Mar 02 01:20:00 +0000 2026,"@AmazonHelp tracking hasn't updated in 9 days for order 656152900, is it lost??",100141,
100141,AmazonHelp,False,Mon Mar 02 01:27:00 +0000 2026,We're sorry for the delay! Please send us your order number and delivery zip via DM so we can look into the carrier status right away. ^KL,,100140
100142,cust_1071,True,Mon Mar 02 01:34:00 +0000 2026,@AmazonHelp is order 590122159 still on track for the delivery date shown?,100143,
100143,AmazonHelp,False,Mon Mar 02 01:41:00 +0000 2026,Sure thing -- send us the order number via DM and we'll confirm the current ship status. ^AR,,100142
100144,cust_1072,True,Mon Mar 02 01:48:00 +0000 2026,"@AmazonHelp how do i return 757830420, wrong size and box is unopened",100145,
100145,AmazonHelp,False,Mon Mar 02 01:55:00 +0000 2026,We can help with that -- DM us the order # so we can process the refund or resend your return label. ^KL,,100144
100146,cust_1073,True,Mon Mar 02 02:02:00 +0000 2026,"@AmazonHelp 583258726 came damaged, this is the 2nd time this has happened",100147,
100147,AmazonHelp,False,Mon Mar 02 02:09:00 +0000 2026,That's definitely not okay. DM us the order # and we'll arrange a free replacement or full refund. ^MJ,,100146
100148,cust_1074,True,Mon Mar 02 02:16:00 +0000 2026,"@AmazonHelp can't log into my account, keeps saying password incorrect even after reset",100149,
100149,AmazonHelp,False,Mon Mar 02 02:23:00 +0000 2026,Sorry for the trouble logging in! Please DM us (without sharing your password) so we can verify your account and help you back in. ^KL,,100148
100150,cust_1075,True,Mon Mar 02 02:30:00 +0000 2026,"@AmazonHelp charged twice for order 391751878, please refund the duplicate immediately",100151,
100151,AmazonHelp,False,Mon Mar 02 02:37:00 +0000 2026,Sorry about that! Please DM your order number and the charge amount so we can investigate and issue a refund if it's an error. ^MJ,,100150
100152,cust_1076,True,Mon Mar 02 02:44:00 +0000 2026,"@AmazonHelp your customer service rep today was incredibly helpful, give them a raise",100153,
100153,AmazonHelp,False,Mon Mar 02 02:51:00 +0000 2026,That's not the experience we want -- please DM us so we can make it right. ^MJ,,100152
100154,cust_1077,True,Mon Mar 02 02:58:00 +0000 2026,"still waiting on 600282414, 8 days late @AmazonHelp this is ridiculous for a prime order",100155,
100155,AmazonHelp,False,Mon Mar 02 03:05:00 +0000 2026,Apologies for the wait. We've flagged this with our logistics team -- please DM your order number so we can expedite a resolution. ^MJ,,100154
100156,cust_1078,True,Mon Mar 02 03:12:00 +0000 2026,@AmazonHelp quick q - has 846812123 shipped yet? i want to speak to a real human right now,100157,
100157,AmazonHelp,False,Mon Mar 02 03:19:00 +0000 2026,Sure thing -- send us the order number via DM and we'll confirm the current ship status. ^AR,,100156
100158,cust_1079,True,Mon Mar 02 03:26:00 +0000 2026,"@AmazonHelp how do i return 909037759, wrong size and box is unopened",100159,
100159,AmazonHelp,False,Mon Mar 02 03:33:00 +0000 2026,We can help with that -- DM us the order # so we can process the refund or resend your return label. ^KL,,100158
100160,cust_1080,True,Mon Mar 02 03:40:00 +0000 2026,"@AmazonHelp 567975319 came damaged, this is the 2nd time this has happened",100161,
100161,AmazonHelp,False,Mon Mar 02 03:47:00 +0000 2026,That's definitely not okay. DM us the order # and we'll arrange a free replacement or full refund. ^MJ,,100160
100162,cust_1081,True,Mon Mar 02 03:54:00 +0000 2026,"@AmazonHelp can't log into my account, keeps saying password incorrect even after reset",100163,
100163,AmazonHelp,False,Mon Mar 02 04:01:00 +0000 2026,Sorry for the trouble logging in! Please DM us (without sharing your password) so we can verify your account and help you back in. ^KL,,100162
100164,cust_1082,True,Mon Mar 02 04:08:00 +0000 2026,@AmazonHelp why was i charged $7.50 more than the price shown at checkout for 190137896 this is fraud and i'm disputing it with my bank,100165,
100165,AmazonHelp,False,Mon Mar 02 04:15:00 +0000 2026,We'll get this sorted -- DM us the order/transaction details so our billing team can review the duplicate charge. ^KL,,100164
100166,cust_1083,True,Mon Mar 02 04:22:00 +0000 2026,"@AmazonHelp your customer service rep today was incredibly helpful, give them a raise",100167,
100167,AmazonHelp,False,Mon Mar 02 04:29:00 +0000 2026,We really appreciate you taking the time to share this feedback! ^KL,,100166
100168,cust_1084,True,Mon Mar 02 04:36:00 +0000 2026,@AmazonHelp my order #370874491 was supposed to arrive 3 days ago and it's still not here. what's going on,100169,
100169,AmazonHelp,False,Mon Mar 02 04:43:00 +0000 2026,That's not the experience we want for you. Can you DM us the order # so we can check with the carrier and get this resolved? ^AR,,100168
100170,cust_1085,True,Mon Mar 02 04:50:00 +0000 2026,@AmazonHelp when will 340756713 ship? no update since i ordered,100171,
100171,AmazonHelp,False,Mon Mar 02 04:57:00 +0000 2026,Happy to check that for you! Please DM your order number and we'll pull up the latest tracking status. ^KL,,100170
100172,cust_1086,True,Mon Mar 02 05:04:00 +0000 2026,"@AmazonHelp return label for 767154083 isn't working, can you resend",100173,
100173,AmazonHelp,False,Mon Mar 02 05:11:00 +0000 2026,Sorry for the trouble! Please DM your order number and we'll check the refund status / send a fresh return label. ^MJ,,100172
100174,cust_1087,True,Mon Mar 02 05:18:00 +0000 2026,"@AmazonHelp order 599326438 arrived completely smashed, packaging was fine but item is broken",100175,
100175,AmazonHelp,False,Mon Mar 02 05:25:00 +0000 2026,So sorry to hear that! Please DM your order number and a photo if possible -- we'll get a replacement or refund started right away. ^AR,,100174
100176,cust_1088,True,Mon Mar 02 05:32:00 +0000 2026,"@AmazonHelp 2FA code never arrives, locked out of my account for 2 days now",100177,
100177,AmazonHelp,False,Mon Mar 02 05:39:00 +0000 2026,We take account security seriously -- please DM us so we can verify a few details and restore access safely. ^AR,,100176
100178,cust_1089,True,Mon Mar 02 05:46:00 +0000 2026,@AmazonHelp why was i charged $4.99 more than the price shown at checkout for 525904456 i want to speak to a real human right now,100179,
100179,AmazonHelp,False,Mon Mar 02 05:53:00 +0000 2026,Sorry about that! Please DM your order number and the charge amount so we can investigate and issue a refund if it's an error. ^MJ,,100178
100180,cust_1090,True,Mon Mar 02 06:00:00 +0000 2026,"@AmazonHelp your customer service rep today was incredibly helpful, give them a raise",100181,
100181,AmazonHelp,False,Mon Mar 02 06:07:00 +0000 2026,"Thank you so much for the kind words, we'll pass it along to the team! 😊 ^AR",,100180
100182,cust_1091,True,Mon Mar 02 06:14:00 +0000 2026,"still waiting on 643271261, 7 days late @AmazonHelp this is ridiculous for a prime order i want to speak to a real human right now",100183,
100183,AmazonHelp,False,Mon Mar 02 06:21:00 +0000 2026,Apologies for the wait. We've flagged this with our logistics team -- please DM your order number so we can expedite a resolution. ^MJ,,100182
100184,cust_1092,True,Mon Mar 02 06:28:00 +0000 2026,@AmazonHelp when will 989817696 ship? no update since i ordered,100185,
100185,AmazonHelp,False,Mon Mar 02 06:35:00 +0000 2026,Sure thing -- send us the order number via DM and we'll confirm the current ship status. ^AR,,100184
100186,cust_1093,True,Mon Mar 02 06:42:00 +0000 2026,"@AmazonHelp requesting a refund for 761330848, item not as described",100187,
100187,AmazonHelp,False,Mon Mar 02 06:49:00 +0000 2026,Sorry for the trouble! Please DM your order number and we'll check the refund status / send a fresh return label. ^MJ,,100186
100188,cust_1094,True,Mon Mar 02 06:56:00 +0000 2026,"@AmazonHelp got the wrong item for order 991990632, ordered a charger got headphones",100189,
